tgl,namabarang,satuan,qty,hargajual,barcode,kategori,month_yr,month,year
19:20.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
15:48.2,DOLPIN GARAM 1000GR*12,PCS,2,6850,11747234207,Food (1),0,1,2017
41:20.7,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
26:43.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
35:16.4,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
43:02.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
27:34.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
00:28.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
23:38.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,3,7350,55500130221,Cleaning (5),0,1,2017
03:52.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
42:13.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
36:19.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
50:45.3,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
09:10.3,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
54:39.5,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
36:35.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
25:17.2,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
32:04.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,5,7350,55500130221,Cleaning (5),0,1,2017
14:59.3,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
07:49.6,DOLPIN GARAM 1000GR*12,PCS,3,6850,11747234207,Food (1),0,1,2017
06:13.2,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),0,1,2017
51:37.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
23:05.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
09:18.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
29:51.6,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),0,1,2017
59:47.5,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),0,1,2017
55:02.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,7350,55500130221,Cleaning (5),0,1,2017
57:46.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,7350,55500130221,Cleaning (5),0,1,2017
11:12.4,DUA KELINCI KCG.GRG 10*1000GR,PCS,2,54900,11747233057,Food (1),0,1,2017
30:19.2,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
12:54.1,DUA KELINCI KCG.GRG 10*1000GR,PCS,2,54900,11747233057,Food (1),0,1,2017
14:39.7,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
06:14.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
02:14.6,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
56:54.2,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),0,1,2017
12:54.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
30:34.6,DOLPIN GARAM 1000GR*12,PCS,2,6850,11747234207,Food (1),0,1,2017
52:17.0,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),0,1,2017
37:21.7,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
27:59.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
52:45.3,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
41:41.7,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),0,1,2017
45:41.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),0,1,2017
22:17.9,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
16:14.7,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
40:43.2,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
56:27.6,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),0,1,2017
21:20.7,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
15:41.2,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
19:51.8,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
43:41.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),1,2,2017
42:59.8,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
14:16.9,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
45:41.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),1,2,2017
22:39.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),1,2,2017
48:22.3,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
59:40.2,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
57:08.2,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
20:31.2,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
40:29.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),1,2,2017
33:30.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,7350,55500130221,Cleaning (5),1,2,2017
36:15.3,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),1,2,2017
01:52.8,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),1,2,2017
45:53.3,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
47:55.9,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
14:37.9,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
20:08.8,DOLPIN GARAM 1000GR*12,PCS,3,6850,11747234207,Food (1),2,3,2017
59:30.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
13:48.6,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
19:06.6,DOLPIN GARAM 1000GR*12,PCS,2,6850,11747234207,Food (1),2,3,2017
09:51.6,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
10:21.6,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),2,3,2017
14:12.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
09:16.9,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
32:13.6,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
03:25.8,DUA KELINCI KCG.GRG 10*1000GR,PCS,2,54900,11747233057,Food (1),2,3,2017
32:22.4,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),2,3,2017
07:00.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
05:31.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
29:29.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
38:50.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
54:18.8,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),2,3,2017
17:17.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
48:50.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
46:16.9,DUA KELINCI KCG.GRG 10*1000GR,PCS,2,54900,11747233057,Food (1),2,3,2017
36:57.9,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),2,3,2017
59:30.6,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
07:33.1,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
12:35.4,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
49:09.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
57:40.4,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
50:34.4,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
14:50.1,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
33:20.9,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
43:29.0,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
19:26.2,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
34:54.2,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
58:32.5,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),2,3,2017
43:35.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
57:21.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),2,3,2017
02:21.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),2,3,2017
57:27.9,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),3,4,2017
54:57.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
50:28.7,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),3,4,2017
05:57.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
41:27.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
29:56.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
16:26.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,5,8000,55500130221,Cleaning (5),3,4,2017
20:05.5,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),3,4,2017
04:38.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
08:42.2,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),3,4,2017
04:11.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
23:08.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),3,4,2017
55:20.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
13:26.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),3,4,2017
36:23.8,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
28:21.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
42:14.0,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),3,4,2017
24:04.2,DOLPIN GARAM 1000GR*12,PCS,3,7250,11747234207,Food (1),3,4,2017
34:27.4,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),3,4,2017
01:11.8,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),3,4,2017
16:34.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),3,4,2017
15:06.0,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),3,4,2017
24:24.1,DOLPIN GARAM 1000GR*12,PCS,1,6850,11747234207,Food (1),3,4,2017
57:18.8,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),3,4,2017
57:10.5,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),3,4,2017
08:50.1,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),3,4,2017
50:45.8,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),3,4,2017
03:51.2,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),3,4,2017
07:59.1,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),4,5,2017
38:23.9,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),4,5,2017
28:10.9,DOLPIN GARAM 1000GR*12,PCS,2,7250,11747234207,Food (1),4,5,2017
15:58.1,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),4,5,2017
43:41.8,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),4,5,2017
53:15.5,DUA KELINCI KCG.GRG 10*1000GR,PCS,2,54900,11747233057,Food (1),4,5,2017
48:05.3,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),4,5,2017
34:07.0,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),4,5,2017
02:57.8,SOS P.LANTAI ORANGE 800ML REFF,PCS,3,8000,55500130221,Cleaning (5),4,5,2017
09:13.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),4,5,2017
22:37.5,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),4,5,2017
16:34.8,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),4,5,2017
04:49.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),4,5,2017
36:11.1,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),4,5,2017
31:17.8,DOLPIN GARAM 1000GR*12,PCS,2,7250,11747234207,Food (1),4,5,2017
56:47.0,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),4,5,2017
02:27.9,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),4,5,2017
02:43.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),4,5,2017
18:42.8,DUA KELINCI KCG.GRG 10*1000GR,PCS,3,54900,11747233057,Food (1),4,5,2017
58:42.9,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),4,5,2017
56:58.1,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),4,5,2017
46:01.8,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),4,5,2017
08:53.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),4,5,2017
50:40.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),4,5,2017
35:31.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,3,8000,55500130221,Cleaning (5),4,5,2017
51:28.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),4,5,2017
40:50.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),4,5,2017
42:53.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),4,5,2017
09:45.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),4,5,2017
58:38.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),4,5,2017
44:53.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,6,7990,55500130221,Cleaning (5),4,5,2017
55:55.4,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),4,5,2017
31:50.5,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),5,6,2017
01:39.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8250,55500130221,Cleaning (5),5,6,2017
07:45.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),5,6,2017
10:04.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),5,6,2017
55:33.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),5,6,2017
54:30.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),5,6,2017
16:37.0,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),5,6,2017
44:32.6,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),5,6,2017
45:24.1,DUA KELINCI KCG.GRG 10*1000GR,PCS,2,54900,11747233057,Food (1),5,6,2017
49:18.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),5,6,2017
38:42.2,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),5,6,2017
07:36.9,DOLPIN GARAM 1000GR*12,PCS,10,7240,11747234207,Food (1),5,6,2017
09:00.3,DOLPIN GARAM 1000GR*12,PCS,1,7250,11747234207,Food (1),5,6,2017
47:31.0,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),5,6,2017
52:17.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),5,6,2017
11:05.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,6,7990,55500130221,Cleaning (5),5,6,2017
26:47.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),5,6,2017
29:28.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),5,6,2017
03:07.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,3,8000,55500130221,Cleaning (5),5,6,2017
26:51.6,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),5,6,2017
30:00.5,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),5,6,2017
24:36.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
33:24.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
44:28.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
15:42.9,DUA KELINCI KCG.GRG 10*1000GR,PCS,4,54900,11747233057,Food (1),6,7,2017
23:35.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),6,7,2017
47:21.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
16:19.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
14:23.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
42:20.9,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),6,7,2017
41:37.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
39:42.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),6,7,2017
43:57.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
56:48.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
14:18.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
49:52.5,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),6,7,2017
01:24.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
10:39.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
58:10.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
14:16.4,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),6,7,2017
23:43.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
06:37.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
59:20.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
31:04.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),6,7,2017
31:43.8,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),6,7,2017
13:45.5,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),7,8,2017
48:15.8,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),7,8,2017
39:45.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
53:41.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
12:03.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
21:23.2,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),7,8,2017
43:41.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
21:37.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,2,8000,55500130221,Cleaning (5),7,8,2017
40:22.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
18:15.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
20:44.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8250,55500130221,Cleaning (5),7,8,2017
45:49.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
06:51.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,3,8000,55500130221,Cleaning (5),7,8,2017
00:28.7,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),7,8,2017
27:48.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
49:25.0,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),7,8,2017
44:36.7,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
56:25.5,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
52:38.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
23:56.5,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),7,8,2017
30:39.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
07:17.5,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),7,8,2017
06:14.4,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
33:40.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),7,8,2017
20:13.7,DOLPIN GARAM 1000GR*12,PCS,3,12250,11747234207,Food (1),8,9,2017
55:49.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),8,9,2017
07:36.2,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
05:01.3,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
51:42.5,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
10:48.7,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
51:03.5,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
09:50.9,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),8,9,2017
36:35.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),8,9,2017
04:36.8,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
24:34.2,SOS P.LANTAI ORANGE 800ML REFF,PCS,3,8000,55500130221,Cleaning (5),8,9,2017
24:59.3,DUA KELINCI KCG.GRG 10*1000GR,PCS,1,54900,11747233057,Food (1),8,9,2017
30:01.0,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
17:40.3,DUA KELINCI KCG.GRG 10*1000GR,PCS,2,54900,11747233057,Food (1),8,9,2017
00:15.5,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
29:34.4,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
07:11.9,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
46:27.0,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),8,9,2017
03:12.3,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),8,9,2017
20:04.1,SOS P.LANTAI ORANGE 800ML REFF,PCS,1,8000,55500130221,Cleaning (5),8,9,2017
06:41.3,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
05:23.6,SOS P.LANTAI ORANGE 800ML REFF,PCS,3,8000,55500130221,Cleaning (5),8,9,2017
32:37.1,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
44:54.2,DOLPIN GARAM 1000GR*12,PCS,1,12250,11747234207,Food (1),8,9,2017
